family,trace_dir,model,response_model,policy,variant,budget_CU,run_index,started_utc,finished_utc,steps,spent_CU,winner,winner_correct,pair_decision_correct,reachability_correct,full_decision_correct,CU_to_first_correct_winner,CU_to_stable_correct_winner,CU_to_full_decision,unnecessary_CU_fraction,decision_regret_USD_t,break_even_estimate,break_even_rel_error,action_errors,infra_retries,malformed_turns,tokens_prompt,tokens_completion,why_stop,narrow_window_built
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B200_r2_20260905T181646Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,200.0,2,20260905T181646Z,2026-09-05T18:18:11.112958+00:00,11,189.0,Fe,1,1,1,1,184.0,184.0,189.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,52329,8788,"agent STOP: S1 satisfied: feasible optimized current lowest-cost candidate candidate_13 identified. S3 satisfied: highest-activity candidate candidate_04 differs from candidate_13, BACKWARD and TEST_REACHABILITY executed, classification unreachable. S2 is incomplete only for candidate_05, but the remaining budg",0
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B200_r3_20260905T181813Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,200.0,3,20260905T181813Z,2026-09-05T18:19:38.125499+00:00,10,189.0,Fe,1,1,1,1,155.0,155.0,189.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,48550,9508,"agent STOP: Remaining budget is 11 CU. The only unresolved candidate is candidate_05; resolving it requires full-window OPTIMIZE_PROCESS (~28.272 CU) or exact dominance CHECK_MODEL_VALIDITY dominance (28 CU), neither affordable. S1 and S3 are satisfied; S2 is not fully satisfied only because candidate_05 remain",0
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B200_r4_20260905T181940Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,200.0,4,20260905T181940Z,2026-09-05T18:20:57.090743+00:00,11,189.0,Fe,1,1,1,1,155.0,155.0,189.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,42827,8635,"agent STOP: S1 is satisfied with feasible current lowest optimized candidate candidate_13. S3 is satisfied: the highest-activity candidate candidate_04 differs from candidate_13, parity was quantified, and reachability was classified unreachable. S2 is not fully formal because candidate_05 remains unresolved, b",0
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B250_r0_20260905T182059Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,0,20260905T182059Z,2026-09-05T18:22:28.380625+00:00,14,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,56033,9508,"agent STOP: S1: candidate_13 is feasible and optimized as current lowest cost. S2: no unresolved candidate remains: higher-activity candidates candidate_04 and candidate_05 were optimized and are costlier; all lower-activity higher-price candidates are screened by the declared rule. S3: candidate_04, the highes",0
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B250_r1_20260905T182230Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,1,20260905T182230Z,2026-09-05T18:23:38.181418+00:00,12,218.0,Fe,1,1,1,1,213.0,213.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,43319,7495,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 all candidates are optimized or screened by the declared dominance rule; S3 highest-activity candidate differs from winner and parity plus reachability have been executed and classified. Remaining affordable checks have ,0
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B250_r2_20260905T182340Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,2,20260905T182340Z,2026-09-05T18:25:02.841841+00:00,14,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,65538,8975,"agent STOP: The industrial decision is stable under the stopping rule. Candidate_13 is feasible and lowest cost among optimized plausible contenders; all remaining candidates are screened dominated by candidate_13 using the declared rule. The highest-activity candidate, candidate_04, would need a 201.2x intrins",0
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B250_r3_20260905T182505Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,3,20260905T182505Z,2026-09-05T18:26:40.035894+00:00,14,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,53587,10251,"agent STOP: S1, S2, and S3 are satisfied; the deterministic decision is stable. Remaining affordable actions have low expected decision value, and the useful MC uncertainty comparison is unaffordable with the remaining budget.",0
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B250_r4_20260905T182642Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,4,20260905T182642Z,2026-09-05T18:28:15.238946+00:00,14,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,60274,10076,agent STOP: ,0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B150_r99_smoke_20260908T102443Z,gpt-5.5-2026-04-23,,E_llm_agent,anonymous,150.0,99,20260908T102443Z,2026-09-08T10:27:36.783100+00:00,0,0.0,,0,0,0,0,,,,,inf,,,0,0,0,0,0,"infrastructure_failure: API failed after 5 retries: RateLimitError(""Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"")",0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B150_r99_smoke_20260908T103614Z,gpt-5.5-2026-04-23,,E_llm_agent,anonymous,150.0,99,20260908T103614Z,2026-09-08T10:39:02.399857+00:00,0,0.0,,0,0,0,0,,,,,inf,,,0,0,0,0,0,"infrastructure_failure: API failed after 5 retries: RateLimitError(""Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"")",0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B150_r99_smoke_20260909T122930Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,150.0,99,20260909T122930Z,2026-09-09T12:31:20.744864+00:00,18,117.0,Fe,1,1,1,1,67.0,67.0,94.0,0.1282051282051282,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,67346,10901,"agent STOP: S1, S2, and S3 are satisfied. No unresolved candidate remains under the declared screening rule, and the only higher-activity challengers are optimized and more costly. The highest-activity nonwinner cannot reach parity by intrinsic activity on the frozen descriptor manifold. Remaining affordable ac",1
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B175_r99_smoke_20260908T103905Z,gpt-5.5-2026-04-23,,E_llm_agent,anonymous,175.0,99,20260908T103905Z,2026-09-08T10:41:52.095019+00:00,0,0.0,,0,0,0,0,,,,,inf,,,0,0,0,0,0,"infrastructure_failure: API failed after 5 retries: RateLimitError(""Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"")",0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B175_r99_smoke_20260909T123123Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,175.0,99,20260909T123123Z,2026-09-09T12:33:18.117077+00:00,14,171.0,Fe,1,1,1,1,155.0,155.0,173.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,87462,11610,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and optimized; S2 no unresolved candidates remain after optimization/screening; S3 highest-activity nonwinner candidate_04 has quantified activity parity and reachability classified unreachable. Remaining affordable actions have low expected decis,1
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B200_r99_smoke_20260908T104155Z,gpt-5.5-2026-04-23,,E_llm_agent,anonymous,200.0,99,20260908T104155Z,2026-09-08T10:44:41.660551+00:00,0,0.0,,0,0,0,0,,,,,inf,,,0,0,0,0,0,"infrastructure_failure: API failed after 5 retries: RateLimitError(""Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"")",0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B200_r99_smoke_20260909T123320Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,200.0,99,20260909T123320Z,2026-09-09T12:35:09.943082+00:00,12,189.0,Fe,1,1,1,1,155.0,155.0,189.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,1,0,0,65547,11721,"agent STOP: S1 satisfied and S3 satisfied. S2 is not fully satisfied because candidate_05 remains unresolved, but the only actions that could resolve it (full optimization or exact dominance) cost 28+ CU and remaining budget is 11 CU. Affordable actions have negligible expected decision value and cannot change ",0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r99_smoke_20260908T104445Z,gpt-5.5-2026-04-23,,E_llm_agent,anonymous,225.0,99,20260908T104445Z,2026-09-08T10:47:30.881470+00:00,0,0.0,,0,0,0,0,,,,,inf,,,0,0,0,0,0,"infrastructure_failure: API failed after 5 retries: RateLimitError(""Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"")",0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r99_smoke_20260909T123512Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,99,20260909T123512Z,2026-09-09T12:36:20.929464+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,42712,7040,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidates remain because candidate_04 and candidate_05 were optimized and all other candidates are screened by the declared lower-activity/higher-price rule versus candidate_13; S3 completed because the hi,0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r99_smoke_20260908T104733Z,gpt-5.5-2026-04-23,,E_llm_agent,anonymous,250.0,99,20260908T104733Z,2026-09-08T10:50:19.390308+00:00,0,0.0,,0,0,0,0,,,,,inf,,,0,0,0,0,0,"infrastructure_failure: API failed after 5 retries: RateLimitError(""Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"")",0
smoke,DISCOVER_BOUNDARY_C1\smoke\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r99_smoke_20260909T123623Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,99,20260909T123623Z,2026-09-09T12:38:47.878360+00:00,21,224.0,Fe,1,1,1,1,97.0,97.0,159.0,0.07142857142857142,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,139879,16020,"agent STOP: S1, S2, and S3 are satisfied. Remaining budget cannot afford another pairwise MC or model-validity check; cheap lever tests have low expected decision value because the deterministic cost gap is large, candidate_13 has lower electricity-related cost than candidate_04, and metal-related levers would ",1
